Unnamed: 0,A_YEAR,B_COUNTRY,B_COUNTRY_ALPHA,S_INTLANGUAGE,LNGE_ISO,Q260,Q262,X003R2,Q272,Q273,Q274,Q275,Q275R,Q281,Q284,Q287,Q288R,Q289,Q290,full_promt
45,2018,586,PAK,4420,ur,2,49,2,3540,1,4,0,1,0,-3,5,2,5,586001,یہ 2018 ہے۔ آپ کی عمر ہے 49. آپ ایک عورت ہیں۔ آپ پاکستان میں رہتے ہیں۔ آپ کی حاصل کردہ تعلیم کی سب سے اعلیٰ سطح ابتدائی بچپن کی تعلیم ہے / کوئی تعلیم نہیں۔ آپ کی آمدنی کی سطح درمیانی ہے۔آپ کے پاس کبھی نوکری نہیں تھی۔آپ اپنے شعبہ ملازمت کے بارے میں کچھ نہیں کہہ سکتے یا آپ کے پاس کبھی ملازمت نہیں تھی۔آپ اپنے آپ کو نچلے طبقے سے تعلق رکھنے والا سمجھتے ہیں۔آپ کی موجودہ ازدواجی حیثیت شادی شدہ ہے۔آپ کے بچوں کی تعداد 4. آپ کا مذہبی فرقہ مسلمان ہے۔nanآپ گھر میں اردو زبان بولتے ہیں۔
46,2018,344,HKG,790,zh,2,65,3,790,1,1,2,1,4,2,4,1,0,344001,这是2018年。 您的年龄是 65. 你是一个女人。 你住在香港。 您达到的最高教育水平是初中教育。 您的收入水平较低。您的职业类别是销售（例如：销售经理、店主、店员、保险代理人、采购员）。您工作的就业领域是私营企业或工业。您将自己归类为工人阶级。您的当前婚姻状况是已婚。您有多少个孩子 1. 您不属于任何宗教教派。nan你在家说粤语。
47,2018,360,IDN,1890,id,1,47,2,4040,1,2,0,1,10,2,5,1,5,360005,Ini tahun 2018. Usia Anda adalah 47. Anda adalah seorang pria. Anda tinggal di Indonesia. Tingkat pendidikan tertinggi yang telah Anda capai adalah pendidikan anak usia dini / tidak ada pendidikan. Anda memiliki tingkat pendapatan yang rendah.Kelompok pekerjaan Anda adalah pemilik atau pengelola pertanian.Sektor pekerjaan Anda adalah bisnis atau industri swasta.Anda mengklasifikasikan diri Anda sebagai bagian dari kelas bawah.Status pernikahan Anda saat ini adalah menikah.Jumlah anak yang Anda miliki 2. Denominasi agama Anda adalah Muslim.nanAnda berbicara bahasa Indonesia di rumah.
48,2018,484,MEX,1270,es,1,76,3,1270,5,-2,2,1,-1,3,4,1,1,484002,Es 2018. Tu edad es 76. Eres un hombre. Vives en México. El nivel más alto de educación que has alcanzado es la educación secundaria inferior. Tienes un nivel de ingresos bajo.nanSector de empleo en el que trabajas es organización privada sin ánimo de lucro.Te clasificas como perteneciente a la clase trabajadora.Su estado civil actual es viudo/viuda.El número de hijos que tienes -2. Tu denominación religiosa es católica romana.nanHablas español en casa.
49,2017,840,USA,1240,en,1,65,3,1240,5,0,3,2,-3,2,3,2,1,840001,"It is 2017. Your age is 65. You are a man. You live in United States. The highest level of education you have achieved is upper secondary education You have a medium income level.nanSector of employment you work in is private business or industry.You classify yourself as belonging to lower middle class.Your current marital status is widowed.The number of children you have 0. Your religious denomination is Roman Catholic.Your racial belonging/ethnic group is White, non-Hispanic.You speak English language at home."
50,2018,398,KAZ,2230,kk,2,50,3,2230,1,2,5,3,0,-3,3,1,5,398025,Бұл 2018 жыл. Сіздің жасыңыз 50. Сіз әйелсіз. Сіз Қазақстанда тұрасыз. Сіздің қол жеткізген ең жоғары білім деңгейіңіз - қысқа циклді жоғары білім. Сіздің табыс деңгейіңіз төмен.Сіз ешқашан жұмыс істеген жоқсыз.Сіз өзіңіздің жұмыс саласыңыз туралы ештеңе айта алмайсыз немесе сіз ешқашан жұмыс істемегенсіз.Сіз өзіңізді төменгі орта тапқа жатқызасыз.Сіздің қазіргі отбасылық жағдайыңыз - үйленген.Сізде қанша бала бар 2. Сіздің діни конфессияңыз - мұсылман.nanСіз үйде қазақ тілінде сөйлейсіз.
51,2018,276,DEU,1530,de,2,40,2,3520,1,1,3,2,5,2,4,2,1,-4,"Es ist 2018. Ihr Alter ist 40. Du bist eine Frau. Du lebst in Deutschland. Der höchste Bildungsabschluss, den Sie erreicht haben, ist die Sekundarstufe II. Sie haben ein mittleres Einkommensniveau.Ihre Berufsgruppe ist der Dienstleistungssektor (zum Beispiel: Restaurantbesitzer, Polizist, Kellnerin, Friseur, Hausmeister).Der Beschäftigungssektor, in dem Sie tätig sind, ist privates Gewerbe oder Industrie.Sie ordnen sich der Arbeiterklasse zu.Ihr aktueller Familienstand ist verheiratet.Die Anzahl der Kinder, die Sie haben 1. Ihre Konfession ist römisch-katholisch.NoneSie sprechen zu Hause Deutsch."
52,2018,422,LBN,170,ar,2,53,3,170,1,2,3,2,4,1,4,2,3,-4,إنه عام 2018. عمرك هو 53. أنتِ امرأة. أنت تعيش في لبنان. أعلى مستوى تعليمي حققته هو التعليم الثانوي العالي. لديك مستوى دخل متوسط.مجموعة مهنتك هي المبيعات (على سبيل المثال: مدير مبيعات، صاحب متجر، مساعد متجر، وكيل تأمين، مشتري).قطاع العمل الذي تعمل فيه هو الحكومة أو مؤسسة عامة.تصنف نفسك على أنك تنتمي إلى الطبقة العاملة.وضعك الاجتماعي الحالي هو متزوج.عدد الأطفال لديك 2. الطائفة الدينية التي تنتمي إليها هي الأرثوذكسية (الروسية، اليونانية أو غيرها).Noneأنت تتحدث اللغة العربية في المنزل.
53,2022,434,LBY,170,ar,2,31,2,170,1,0,5,3,0,-3,2,2,5,434005,إنه عام 2022. عمرك هو 31. أنتِ امرأة. أنت تعيش في ليبيا. أعلى مستوى تعليمي حققته هو التعليم العالي قصير الدورة. لديك مستوى دخل متوسط.لم يكن لديك وظيفة أبدًا.لا يمكنك الإفصاح عن أي شيء يتعلق بقطاع عملك أو أنك لم تعمل من قبل.تصنف نفسك على أنك تنتمي إلى الطبقة الوسطى العليا.وضعك الاجتماعي الحالي هو متزوج.عدد الأطفال لديك 0. الديانة التي تنتمي إليها هي الإسلام.انتماؤك العرقي/المجموعة العرقية الخاصة بك هو عربي.أنت تتحدث اللغة العربية في المنزل.
54,2018,50,BGD,490,bn,1,55,3,490,1,2,1,1,9,2,5,2,5,50006,"এটি ২০১৮ সাল। আপনার বয়স হল 55. তুমি একজন পুরুষ। আপনি বাংলাদেশে থাকেন। আপনি যে সর্বোচ্চ স্তরের শিক্ষা অর্জন করেছেন তা হল প্রাথমিক শিক্ষা। আপনার আয়ের স্তর মধ্যম।আপনার পেশাগত গোষ্ঠী হল কৃষি শ্রমিক (যেমন: খামারের শ্রমিক, ট্রাক্টর চালক)।আপনি যে কর্মসংস্থানের ক্ষেত্রে কাজ করেন তা হলো ব্যক্তিগত ব্যবসা বা শিল্প।আপনি নিজেকে নিম্নবিত্ত শ্রেণীর অন্তর্ভুক্ত হিসেবে শ্রেণীবদ্ধ করেন।আপনার বর্তমান বৈবাহিক অবস্থা বিবাহিত।আপনার কতজন সন্তান আছে 2. আপনার ধর্মীয় সম্প্রদায় মুসলিম।আপনার জাতিগত অন্তর্ভুক্তি/জাতিগত গোষ্ঠী হল বাঙালি।আপনি বাড়িতে বাংলা ভাষায় কথা বলেন।"
55,2020,762,TJK,4160,tg,1,30,2,4160,4,3,3,2,0,2,3,2,5,762001,"Ин соли 2020 аст. Сину соли шумо чанд аст? 30. Шумо мард ҳастед. Шумо дар Тоҷикистон зиндагӣ мекунед. Баландтарин сатҳи таҳсилоте, ки шумо ба даст овардаед, таҳсилоти миёнаи олӣ мебошад. Шумо сатҳи миёнаи даромад доред.Шумо ҳеҷ гоҳ кор надоштед.Сектори шуғле, ки шумо дар он кор мекунед, тиҷорати хусусӣ ё саноат аст.Шумо худро ба табақаи миёнаи поёнӣ мансуб медонед.Вазъи ҳозираи оилавии шумо ҷудошуда аст.Шумораи фарзандоне, ки шумо доред 3. Мазҳаби динии шумо мусалмон аст.nanШумо дар хона бо забони тоҷикӣ гап мезанед."
56,2019,392,JPN,2020,ja,2,43,2,2020,6,0,3,2,4,2,3,-1,0,-4,それは2019年です。 あなたの年齢は 43. あなたは女性です。 あなたは日本に住んでいます。 あなたが達成した最高の教育レベルは高等学校教育です。 nanあなたの職業グループは営業です（例えば、営業マネージャー、店主、店員、保険代理店、バイヤー）。あなたが働いている雇用分野は民間企業または産業です。あなたは自分を下層中産階級に属すると分類しています。あなたの現在の婚姻状況は独身です。あなたの子供の数 0. あなたはどの宗派にも属していません。Noneあなたは家で日本語を話します。
57,2017,840,USA,1240,en,2,32,2,1240,1,3,3,2,-3,3,3,2,0,840001,"It is 2017. Your age is 32. You are a woman. You live in United States. The highest level of education you have achieved is upper secondary education You have a medium income level.nanSector of employment you work in is private non-profit organization.You classify yourself as belonging to lower middle class.Your current marital status is married.The number of children you have 3. You do not belong to any religious denomination.Your racial belonging/ethnic group is White, non-Hispanic.You speak English language at home."
58,2018,398,KAZ,2230,kk,2,30,2,2230,6,0,7,3,1,2,3,2,5,398025,"Бұл 2018 жыл. Сіздің жасыңыз 30. Сіз әйелсіз. Сіз Қазақстанда тұрасыз. Сіздің алған ең жоғары біліміңіз - магистр немесе оған тең. Сіздің табыс деңгейіңіз орташа.Сіздің кәсіби тобыңыз - кәсіби және техникалық (мысалы: дәрігер, мұғалім, инженер, суретші, бухгалтер, медбике).Сіздің жұмыс істейтін жұмыспен қамту секторыңыз - жеке бизнес немесе өнеркәсіп.Сіз өзіңізді төменгі орта тапқа жатқызасыз.Сіздің қазіргі отбасылық жағдайыңыз - бойдақ.Сізде қанша бала бар 0. Сіздің діни конфессияңыз - мұсылман.nanСіз үйде қазақ тілінде сөйлейсіз."
59,2022,203,CZE,1040,cs,1,77,3,1040,1,2,2,1,7,2,3,2,0,203003,"Je rok 2022. Váš věk je 77. Jsi muž. Žijete v Česku. Nejvyšší úroveň vzdělání, které jste dosáhli, je nižší střední vzdělání. Máte střední úroveň příjmu.Vaše pracovní skupina je polokvalifikovaný pracovník (například: zedník, řidič autobusu, pracovník v konzervárně, tesař, klempíř, pekař).Sektor zaměstnání, ve kterém pracujete, je soukromý podnik nebo průmysl.Klasifikujete se jako příslušník nižší střední třídy.Váš současný rodinný stav je ženatý/vdaná.Počet dětí, které máte 2. Nejste příslušníkem žádné náboženské denominace.. Mluvíte doma česky."
